	pub_type	alt_people_text	name	pub_year	pub_journal	pub_vol	pub_issue	page_start	page_end	abstract	citations	download_link
	2	A. Bisht, V. Yadav, S. Suwas and U.S. Dixit	Deformation behavior of AM30 magnesium alloy	2018	Journal of Materials Engineering and Performance	27	9	4900	4910		0	
	2	S Kirtania and D Chakraborty	Determination of Thermoelastic Properties of Carbon Nanotube/Epoxy Composites Using Finite Element Method	2018	Journal of Materials Engineering and Performance	27	7	3783	3788		0	
	2	Kanagaraj S, Pattanayak S	Measurement of thermal contraction of hybrid composites down to 20K	2001	Indian Journal of Cryogenics	26	3	79	84		0	
	2	Kanagaraj S, Pattanayak S	Thermal conductivity of carbon fibre reinforced composites	2001	Indian Journal of Cryogenics	26	2	65	69		0	
	2	Manik Pradhan, Kanagaraj S, Pattanayak S	Thermal diffusivity of woven fabric glass fibre composites at cryogenic temperature	2001	Indian Journal of Cryogenics	26	3	73	78		0	
	2	D.K. Ojha and U.S. Dixit	An economic and reliable tool life estimation procedure for turning	2005	J. Adv. Manuf. Tech.	26	7-8.	726	732		9	
	2	D. Chakraborty	Artificial Neural Network based Delamination Prediction in Laminated Composites	2005	Materials and Design	26	1	1	7		30	
	2	S. Kirtania and D. Chakraborty	Finite Element based Characterization of Carbon Nanotubes	2007	Journal of Reinforced Plastics and Composites	26	15	1557	1570		7	
	2	D. Bandopadhya, B. Bhattacharya, A. Dutta	Modeling of Hybrid Damping Scheme Using Smart Magnetostrictive Composites for Flexible Manipulator	2007	Journal of Reinforced Plastics and Composites	26	-	861	880		3	
	2	A. N. Reddy, N. Maheshwari, D. K. Sahu and G. K. Ananthasuresh	Miniature compliant grippers with vision-based force sensing	2010	IEEE Transactions on Robotics	26	5	867	877		14	
	2	Manas Das, V.K. Jain, P.S Ghoshdastidar	Investigations into out-of-roundness of internal surfaces of stainless steel tubes finished by R-MRAFF Process	2011	Journal of Materials and Manufacturing Processes	26	-	1073	1084		0	
	2	B. Ray, P.D.S. Reddy, D. Bandyopadhyay, S.W. Joo, A. Sharma, S. Qian and G. Biswas	Instabilities in Free-surface Electroosmotic Flows	2012	Theory of Computational Fluid Dynamics	26	-	311	318		3	
	2	Girish O., Reddy N., Jammy S. and Kulkarni V. N	Conjugate Heat Transfer Analysis for Hypersonic Flow Over Finite Thickness Flat Plate	2013	Journal of Aerospace Engineering	26	4	708	714		0	
	2	A. Hens, G. Biswas and S. De	Analysis of interfacial instability and multimode bubble formation in saturated pool boiling using Coupled Level Set and Volume- of- Fluid approach	2014	Physics of Fluids	26	1	012105-1	12105-14		0	
	2	B. Nayak, S. K. Dwivedy, K.S.R.K. Murthy	Fabrication and characterization of magnetorheological elastomer with carbon black	2015	Journal of Intelligent Material Systems and Structures	26	7	830	839		0	
	2	Kumar A. M. S, Panda, S. and Chakraborty, D.	Harmonically exited nonlinear vibration of heated functionally graded plates integrated with piezoelectric composite actuator	2015	Journal of Intelligent Material Systems and Structures	26	8	931	951		0	
	2	R. K. Arun, N. Priyadarshini, K. Chaudhury, N. Chanda, G. Biswas and S. Chakraborty	Paper-PDMS hybrid microchannel: a platform for rapid fluid-transport and mixing	2016	J. Micromech. Microeng	26		1	9		0	
	2	Arun K Kadian	Effect of tool pin profile on the material flow characteristics of AA6061	2017	Journal of Manufacturing Processes	26		382	392		0	
	2	Ashish Kumar Rajak, Sachin D Kore	Experimental investigation of aluminium–copper wire crimping with electromagnetic process: Its advantages over conventional process	2017	Journal of Manufacturing Processes	26	-	57	66		0	
	2	Arup Nandy, C. S. Jog	Conservation Properties of the Trapezoidal Rule for Linear Transient Electromagnetics	2018	Journal of Advances in Mathematics and Computer Science	26	4	1	26		0	
	2	Arup Nandy, C. S. Jog	Conservation Properties of the Trapezoidal Rule for Linear Transient Electromagnetics	2018	Journal of Advances in Mathematics and Computer Science	26	4	1	26		0	
	2	A. Kohli and U.S. Dixit	A neural network based methodology for prediction of surface roughness in turning process	2005	Int. J. Adv. Manuf. Tech.	25	1-2.	118	129		58	
	2	S Senthilvelan and R Gnanamoorthy	Damping Characteristics of Unreinforced, Glass and Carbon Fiber Reinforced Nylon 6/6 Spur Gears	2006	Polymer Testing,	25	1	56	62		15	
	2	Biswas Pankaj and Mandal N. R.	A comparative study of three different approaches of FE analysis for prediction of welding distortion of orthogonally stiffened plate panels	2009	Journal of Ship Production	25	4	1	7		5	
	2	Biswas Pankaj and Mandal N. R.,	Experimental Study on Friction Stir Welding of Marine grade Aluminum Alloy	2009	Journal of Ship Production	25	1	1	6		6	
	2	Biswas Pankaj, Mandal N. R., Saravanan M. and Velmurugan S.	Experimental Study on Square-Butt Single-Pass Single-Side Submerged Arc Welding of Low-Carbon Microalloyed Steel	2009	Journal of Ship Production	25	2	1	7		0	
	2	Sukhomay Pal, Surjya K. Pal and Arun K. Samantaray	Determination of optimal pulse metal inert gas welding parameters with a Neuro-GA technique	2010	Materials and Manufacturing Processes	25	-	606	615		9	
	2	Susanta Kumar Dey, R. Ganesh Narayanan, G. Saravana Kumar	Computing the tensile behavior of tailor welded blanks made of DP steel by neural network based expert system	2012	International Journal of Computer Integrated Manufacturing	25	2	158	176		0	
	2	R. Kore, A. Waychal, S. Agarwal, P. Yadav, A.Uddin, N. Sahoo and A. Shelke	Impact induced solitary wave propagation through woodpile structure	2016	Smart Materials and Structures	25	2	25027	25037		0	
	2	Ravi Peetala, Vinayak Kulkarni and Niranjan Sahoo	Conjugate heat transfer analysis for finite thickness cylinder in hypersonic flow	2016	Heat transfer ? Asian Research,	25	2	163	180		0	
	2	W.G. Jiru, M. Ravi Sankar and U.S. Dixit	Laser surface alloying of copper, manganese and magnesium with pure aluminum substrate	2016	Journal of Materials Engineering and Performance	25	3	1172	1181		0	
	2	H. Gurung, A. Banerjee	Development of an extended Kalman filter for the self-sensing application of a spring-biasedshape memory alloy wire actuator	2016	Smart Materials and structures- IOP science	25	25012				0	
	2	K. Kalita, A. Dewan and A.K. Dass	Computation of the Turbulent Plane Plume Using Model	2000	Applied Mathematical Modelling	24	-	815	826		8	
	2	S. Kumar, K. Srinivasan and D. Chakraborty	Acoustic Emission Characterization of Metallic Specimen for crack propagation	2003	Materials and Design	24	8	471	481		0	
	2	A.K. Saha, G. Biswas and K. Muralidhar	Three-dimensional Study of Flow Past a Square Cylinder at Low Reynolds Numbers	2003	Int. J. Heat and Fluid Flow	24	-	54	66		90	
	2	A. Srivastava, A. Agarwal, D. Chakraborty, A.Dutta	Control of Smart Laminated FRP Structures using Artificial Neural Network	2005	Journal of Reinforced Plastics and Composites	24	13	1353	1364		3	
	2	D. Chakraborty and M. Kumar	Response of Laminated Composites under Multiple Impact loading	2005	Journal of Reinforced Plastics and Composites	24	14	1457	1477		3	
	2	Biswas Pankaj, Mandal N. R. and Sha O.P.	A study on generation of compound curved surfaces by line heating using oxy-acetylene gas flame	2008	Journal of Ship Production	24	4	180	189		0	
	2	Biswas Pankaj and Mandal N. R.	Welding Distortion Simulation of Large Stiffened Plate Panels	2008	Journal of Ship Production	24	1	50	56		7	
	2	S. Bag, A. De and T. DebRoy	A genetic algorithm assisted inverse convective heat transfer model for tailoring weld geometry	2009	Materials and Manufacturing Processes	24	3	384	397		14	
	2	Ajay Sidpara, Manas Das, V.K. Jain	Rheological Characterization of Magnetorheological finishing Fluid	2009	Journal of Materials and Manufacturing Processes	24	12	1467	1478		17	
	2	M. Ajith, R. Das, R. Uppaluri and S.C. Mishra	Boundary heat fluxes in a square enclosure with an embedded design element	2010	Journal of Thermophysics and Heat Transfer	24	4	845	849		1	
	2	B. Ray, G. Biswas and A. Sharma	Bubble pinch-off and scaling during liquid drop impact on liquid pool	2012	Physics of Fluids	24	-	082108-1	11		0	
	2	D. Biswal, D. Bandopadhaya and S.K. Dwivedy	Investigation and evaluation of effect of dehydration on vibration characteristics of silver-electroded ionic polymer–metal composite actuator	2013	Journal of Intelligent Material Systems and Structures	24	10	1197	1212		0	
	2	S. Bag	Recent advances in laser microwelding	2013	KIRAN: A Bulletin of Indian Laser Association	24	2	23	31		0	
	2	Roy S, and Saha UK	Review on the Numerical Investigations into the Design and Development of Savonius Wind Rotors	2013	Renewable and Sustainable Energy Reviews	24	-	73	83		0	
	2	A. Chaugale and R. Tiwari	Identification of Bearing Dynamic Parameters and Unbalance States in a Flexible Rotor System Fully Levitated on Active Magnetic Bearings	2014	Mechatronics	24	3	274	286		0	
	2	Arun Kadian & Biswas Pankaj	A Comparative Study of Material Flow Behavior in Friction Stir Welding using Laminar and Turbulent Models, Journal of Materials Engineering and Performance	2015	Journal of Materials Engineering and Performance	24	10	4119	4127		0	
	2	Borgohain, P., Dalal, A., Natarajan, G., and Gadgil, H.	Numerical assessment of mixing performances in cross-T microchannel with curved ribs	2018	Microsystem Technologies	24		1949	1963		0	
	2	Devarshi Kashyap, P. Kishore Kumar, and S. Kanagaraj	4D printed porous radiopaque shape memory polyurethane for endovascular embolization	2018	Additive Manufacturing	24		687	695		0	
	2	S. Panda, A Kumar	A design of active constrained layer damping treatment for vibration control of circular cylindrical shell structure	2018	Journal of Vibration and Control	24	24	5811	5841		0	
	2	A Kumar, S Panda, V Narsaria, A Kumar	Augmented constrained layer damping in plates through the optimal design of a 0-3 viscoelastic composite layer.	2018	Journal of Vibration and Control	24	23	5514	5524		0	
	2	Borgohain, P., Dalal, A., Natarajan, G., and Gadgil, H.	Numerical Assessment of Mixing Performances in Cross-T Microchannel With Curved Ribs	2018	Microsystem Technologies	24		1949	1963		0	
	2	Devarshi Kashyap, P. Kishore Kumar, and S. Kanagaraj	4D printed porous radiopaque shape memory polyurethane for endovascular embolization	2018	Additive Manufacturing	24		687	695		0	
	2	S. Panda, A Kumar	A design of active constrained layer damping treatment for vibration control of circular cylindrical shell structure	2018	Journal of Vibration and Control	24	24	5811	5841		0	
	2	A Kumar, S Panda, V Narsaria, A Kumar	Augmented constrained layer damping in plates through the optimal design of a 0-3 viscoelastic composite layer.	2018	Journal of Vibration and Control	24	23	5514	5524		0	
	2	S.C. Mishra and M. Prasad	Radiative heat transfer in participating media – a review	1998	Sádhana	23	2	213	232		11	
	2	P. Mahanta and S. C. Mishra	Solution of radiative heat transfer problems in long cylindrical enclosures with participating media	2003	Sadhana	23	2	213	232		0	
	2	D. Deka, G. Sandeep, D. Chakarborty and A. Dutta	Multi-objective Optimization of Laminated Composites using Finite Element Method and Genetic Algorithm	2005	Journal of Reinforced Plastics and Composites	23	3	273	286		12	
	2	Mondal and S.C. Mishra	Analysis of 3-D conductive-radiative transfer using LBM and FVM on non-uniform lattices	2009	Journal of Thermophysics and Heat Transfer	23	1	210	216		0	
	2	Kulkarni V. N and Reddy K.P.J	Accelerometer based force balance for high enthalpy facilities	2010	Journal of Aerospace Engineering	23	4	276	280		0	
	2	Garg, S., Patra, K., Khetrapal, V., Pal, S. K. and Chakraborty, D.	Genetically evolved radial basis function network based prediction of drill flank wear	2010	Engineering Applications of Artificial Intelligence	23	-	1112	1120		0	
	2	Sukhomay Pal, Surjya K. Pal and Arun K. Samantaray	Prediction of the quality of pulsed metal inert gas welding using statistical parameters of arc signals in artificial neural network	2010	International Journal of Computer Integrated Manufacturing	23	-	453	465		3	
	2	S. Bag	Adverse effect of surface active element transport in conduction mode laser welding process	2012	KIRAN: A Bulletin of Indian Laser Association	23	2	6	10		0	
	2	B. Ray, G. Biswas, A. Sharma, and S.W.J. Welch	CLSVOF method to study consecutive drop impact on liquid pool	2013	International Journal of Numerical Methods for Heat & Fluid Flow	23	-	141	158		1	
	2	Deepak Kumar Yaduwanshi, Swarup Bag and Sukhomay Pal	Effect of preheating in hybrid friction stir welding of aluminum alloy	2014	Journal of Materials Engineering and Performance	23	10	3794	3803		0	
	2	Kant R. and Joshi S.N.	Thermo-mechanical studies on bending mechanism, bend angle and edge effect during multi-scan laser bending of magnesium M1A alloy sheets.	2016	Journal of Manufacturing Processes	23		135	148		0	
	2	G.Biswas and P. Deb	Heat Transfer and Flow Structure in a Turbulent Channel Flow with Embedded Longitudinal Vortices	2000	Journal of Energy Heat and Mass Transfer	22	-	141	148		0	
	2	T. Cziesla, G. Biswas, H. Chattopadhyay and N.K. Mitra	Large-Eddy Simulation of Flow and Heat Transfer in an Impinging Slot Jet	2001	Int. J. Heat and Fluid Flow	22	-	500	508		58	
	2	U. S. Dixit and S. Chandra	A neural network based methodology for the prediction of roll force and roll torque in fuzzy form for cold flat rolling process	2003	Int. J. Adv. Manuf. Tech.	22	11-12.	883	889		15	
	2	Bisht, H., Gupta, J., Pal, S.K. and Chakraborty, D.	Artificial neural network based prediction of flank wear in turning	2005	Int. J. Materials and Product Technology	22	4	314	328		5	
	2	Pathak M, Kumar PS, and Saha UK	Prediction of Off-Design Characteristics of a Gas Turbine Cycle Using Matching Technique	2005	International Journal of Turbo & Jet Engines	22	2	103	119		1	
	2	N.R.. Abburi and U.S. Dixit	A knowledge-based system for the prediction of surface roughness in turning process	2006	Robotics and CIM	22	4	363	372		51	
	2	D. S. Kumar, A. K. Dass and A. Dewan	A multigrid-accelerated three-dimensional transient-flow code and its application to a new test problem	2010	Journal of Hydrodynamics	22	6	838	846		0	
	2	Satyajit Panda	Nonlinear analysis of smart annular plates using cylindrically orthotropic piezoelectric fiber-reinforced composite	2011	Journal of Intelligent Material Systems and Structures	22	-	1789	1801		0	
	2	Sukhomay Pal, P. Stephan Heyns, Burkhard H. Freyer, Nico J. Theron and Surjya K. Pal	Tool wear monitoring and selection of optimum cutting conditions with progressive tool wear effect and input uncertainties	2011	Journal of Intelligent Manufacturing	22	-	491	504		3	
	2	S. Ganguly, A. Garg, A. Pasricha and S. K. Dwivedy	Control of pneumatic artificial muscle system through experimental Modelling	2012	Mechatronics	22	8	1135	1147		1	
	2	N. Yadaiah and S. Bag	Role of oxygen as surface active element in linear GTA welding process	2013	Journal of Materials Engineering and Performance	22	11	3199	3209		0	
	2	Bipul Das, Sukhomay Pal, Swarup Bag	A combined wavelet packet and Hilbert-Huang transform for defect detection and modelling of weld strength in friction stir welding process	2016	Journal of Manufacturing Processes	22		260	268		0	
	2	B. Das, S. Pal and S. Bag	A combined Wavelet packet and Hilbert-Huang transform for defect detection and modeling of weld strength in friction stir welding process	2016	Journal of Manufacturing Processes	22		260	268		0	
	2	D. Chakraborty and B. Pradhan	Fracture Behaviour of FRP Composite Laminates with Two Interacting Embedded Delaminations at the Interface	2002	Journal Reinforced Plastics and Composites	21	-	681	694		0	
	2	M. Karthikeyan, R. Tiwari and S. Talukdar	Crack Localization and Sizing in a Beam Based on the Free and Forced Response Measurements	2007	Mechanical Systems and Signal Processing	21	3	1362	1385		20	
	2	P.P. Gudur and U.S. Dixit	A neural network-assisted finite element analysis of cold flat rolling	2008	Engineering Applications of Artificial Intelligence	21	-	43	52		13	
	2	I. Chakraborty, B. Ray, G. Biswas, F. Durst, A. Sharma, and P. S. Ghoshdastidar	Computational Investigation on Bubble Detachment from Submerged Orifice in Quiescent Liquid under Normal and Reduced Gravity	2009	Physics of Fluids	21	-	062103-1	17		21	
	2	G. Tomar, G. Biswas, A. Sharma and S.W.J. Welch	Influence of Electric Field on Saturated Film Boiling	2009	Physics of Fluids	21	12	1	13		4	
	2	Fonseca A, Kanagaraj S, Oliveira MSA, Simoes JAO	Nanocompositos para aplicacoes biomedicas	2009	O Molde Ano	21	81	31	35		0	
	2	A.F. Di Rienzo, P. Asinari, R. Borchiellini and S.C. Mishra	Improved angular discretization and error analysis of the lattice Boltzmann method for solving radiative heat transfer in a participating medium	2011	International Journal of Numerical Methods for Heat and Fluid Flow	21	5	640	662		4	
	2	H. Gadgil, A. Dolatabadi, B. N. Raghunandan	Mass distribution studies in effervescent sprays	2011	Atomization and Sprays	21	5	375	390		1	
	2	S. S. Gautam, and P. M. Dixit	Numerical Simulation of Ductile Fracture in Cylindrical Tube Impacted Against a Rigid Surface	2012	International Journal of Damage Mechanics	21	3	341	371		0	
	2	A. Banerjee	Simulation of SMA wire actuator behavior under arbitrary thermo-mechanical Loading	2012	Smart Materials and Structures	21	-				0	
	2	P S Rama Sreekanth, N Ravindra Reddy, Mangala Lahkar, S Kanagaraj	Biocompatibility studies on MWCNTs reinforced UHMWPE nanocomposites	2013	Trends in Biomaterials & Artificial Organs	21	-	1	9		0	
	2	P S Rama Sreekanth, S Kanagaraj	Restricting the ageing degradation of the mechanical properties of gamma irradiated UHMWPE using MWCNTs	2013	Journal of the Mechanical Behavior of Biomedical Materials	21	-	57	66		0	
	2	Biswal, D.K., Bandopadhya, D., Dwivedy, S.K.	Dynamic modeling and effect of dehydration on segmented IPMC actuators following variable parameter pseudo-rigid body modeling technique	2014	Mechanics of Advanced Materials and Structures	21	2	129	138		0	
	2	B. Das, S. Pal and S. Bag	Monitoring of friction stir welding process using weld image information	2016	Science and Technology of Welding and Joining	21	4	317	324		0	
	2	P. Kaushik, P. K. Mondal, S. Chakraborty	Rotational electrohydrodynamics of a non‑Newtonian fluid under electrical double‑layer phenomenon: the role of lateral confinement	2017	Microfluidics and Nanofluidics	21	7	122-1	122-16		0	
	2	R. Sarma, H. Gaikwad, P. K. Mondal	Effect of Conjugate Heat Transfer on Entropy Generation in Slip Driven Microflow of Power-Law fluids	2017	Nanoscale and Microscale Thermophysical Engineering	21	12-31	26	44		0	
	2	Nizar Faisal Alkayem, Biswajit Parida and Sukhomay Pal	Optimization of friction stir welding process parameters using soft computing techniques, Soft Computing	2017	Soft Computing	21	23	7083	7098		0	
	2	S. K. Dwivedy and R. C. Kar	Nonlinear response of a parametrically excited system using higher order multiple scales	1999	Nonlinear Dynamics	20	2	115	130		4	
	2	R. Tiwari and N. Dharmaraju	Development of a condensation scheme for transverse rotational degrees of freedom elimination in identification of beam crack parameters	2006	Mechanical Systems and Signal Processing	20	8	2148	2170		4	
	2	G. Tomar, V. Shankar, S.K. Shukla, A. Sharma, G. Biswas	Instability and Dynamics of Thin Viscoelastic Liquid Films	2006	European Physical Journal E	20	-	185	200		11	
	2	N. Gupta, G.R. Chaitanya and S.C. Mishra	Lattice Boltzmann method applied to variable thermal conductivity conduction and radiation problems	2006	Journal of Thermophysics and Heat Transfer	20	7	895	902		24	
	2	K. Arul Prakash, G. Biswas and B.V. Rathish Kumar	Numerical Simulation of the Target System of an ADSS	2006	International Journal of Computational Fluid Dynamics	20	-	513	520		0	
	2	R. Tiwari and V. Chakravarthy	Simultaneous Identification of Residual Unbalances and Bearing Dynamic Parameters From Impulse Responses of Rotor-Bearing Systems	2006	Mechanical Systems and Signal Processing	20	7	1590	1614		14	
	2	Kulkarni V. N, Hegde G. M, Jagadeesh G., Arunan E. and Reddy K.P.J	Aerodynamic drag reduction by heat addition into the shock layer for a large angle blunt cone in hypersonic flow	2008	Physics of Fluids	20	-	1	2		4	
	2	M. Pathak, A.K. Dass, and A. Dewan	An Investigation of Turbulent Rectangular Jet Discharged into a Narrow Channel Weak Crossflow	2008	Journal of Hydrodynamics	20	2	154	163		2	
	2	Kulkarni V. N and Reddy K.P.J.	Enhancement in counterflow drag reduction by supersonic jet in high enthalpy flows	2008	Physics of Fluids	20	-	1	4		3	
	2	G. Tomar, G. Biswas	Multi-mode Analysis of Bubble Growth in Saturated Film Boiling	2008	Physics of Fluids	20	-	1	7		0	
	2	D. Bandopadhya, B. Bhattacharya, A. Dutta	Pseudo-Rigid Body Modeling of IPMC for a Partially Compliant 4-bar Mechanism for Work Volume Generation	2008	Journal of Intelligent Material Systems and Structures	20	1	51	61		0	
	2	S. S. Gautam, R. Babu, and P. M. Dixit	Ductile Fracture Simulation in the Taylor Rod Impact Test using Continuum Damage Mechanics	2011	International Journal of Damage Mechanics	20	3	347	369		0	
	2	C. Subramanian, Sunil Balwant Deshpande and S. Senthilvelan	Effect of Reinforced Fiber Length on Damping Performance of Thermoplastic Composites	2011	Advanced Composite Materials	20	4	319	335		0	
	2	A. N. Reddy and G. K. Ananthasuresh	A numerical approach to determine the sufficiency of given boundary data sets for uniquely estimating interior elastic properties	2012	Inverse Problems in Science and Engineering	20	7	1057	1077		0	
	2	U. Barman, A.K. Sen, and S. C. Mishra	Theoretical and numerical investigations of an electroosmotic flow micropump with interdigitated electrodes	2013	Microsystem Technologies	20	1	157	168		0	
	2	Biswajit Parida and Sukhomay Pal	A fuzzy assisted grey Taguchi approach for the optimization of multiple weld quality properties in friction stir welding process	2015	Science and Technology of Welding and Joining	20	1	35	41		0	
	2	P S Rama Sreekanth, S Kanagaraj	Effect of multi walled carbon nanotubes reinforcement and gamma irradiation on viscoelastic properties of Ultra high molecular weight polyethylene	2016	Materials Research Innovations	20	3	198	205		0	
	2	Pranab K. Mondal, Somchai Wongwises	Assesment of Thermodynamic Irreversibility in a Micro-Scale Viscous Dissipative Circular Couette Flow	2018	Entropy	20	1	50			0	
	2	P. K. Mondal, S. Wongwises	Assesment of Thermodynamic Irreversibility in a Micro-Scale Viscous Dissipative Circular Couette Flow	2018	Entropy	20	01-Jan	50-1	50-18		0	
	2	P. K. Mondal, S. Wongwises	Assesment of Thermodynamic Irreversibility in a Micro-Scale Viscous Dissipative Circular Couette Flow	2018	Entropy	20	1	50-1	50-18		0	
	2	D. Chakraborty and B. Pradhan	Fracture Behaviour of FRP Composite Laminates with an Embedded Elliptical Delamination at the Interface	2000	Journal Reinforced Plastics and Composites	19	3	1004	1023		13	
	2	N. Dharmaraju, R. Tiwari and S. Talukdar	Development of a Novel Hybrid Reduction Scheme for Identification of An Open Crack Model in a Beam.	2004	Mechanical Systems and Signal Processing	19	3	633	657		11	
	2	R. Tiwari	Conditioning of Regression Matrices for Simultaneous Estimation of the Residual Unbalance and Bearing Dynamic Parameters	2005	Mechanical Systems and Signal Processing	19	5	1082	1095		5	
	2	S.W.J. Welch and G. Biswas	Direct Simulation of Film Boiling Including Electrohydrodynamic Forces	2007	Physics of Fluids	19	-	1	11		12	
	2	D. Bandopadhya, B. Bhattacharya, A. Dutta	Active vibration control strategy for a single link flexible manipulator using ionic polymer metal composites	2008	Journal of Intelligent Material Systems and Structures	19	-	487	496		10	
	2	Biswas Pankaj, Mandal N. R. and Sha, O. P.	3-D FEM and ANN prediction of thermal history and residual deformation of line heating by oxy acetylene gas flame	2009	Journal of Mechanical Behavior of Materials	19	1	83	104		0	
	2	Jagu S. Rao and R. Tiwari	Design Optimization of Double-Acting Hybrid Magnetic Thrust Bearings with Control Integration Using Multi-Objective Evolutionary Algorithms.	2009	Mechatronics	19	6	945	964		11	
	2	Hrishikesh P. Gadgil, B. N. Raghunandan	Effect of skewness on the characteristics of impinging jet atomizers	2009	Atomization and Sprays	19	1	1	18		4	
	2	M. Kalita and S. K. Kakoty	Analysis of Whirl Speeds for Rotor-Bearing Systems Supported on Fluid Film Bearings	2004	Mechanical Systems and Signal Processing	18	6	1369	1380		13	
	2	T. Roy and D. Chakraborty	Delamination in Hybrid FRP Laminates under Low Velocity Impact	2006	Journal of Reinforced Plastics and Composites	18	6	1939	1955		5	
	2	Roy T. and Chakraborty D.	Genetic algorithm based optimal control of smart composite shell structures under mechanical loading and thermal gradient	2009	Smart Materials and Structures	18	11	1	12		10	
	2	D. Bandopadhya and J. Njuguna	Comparative Performance Studies of Active Vibration Control by IPMC with Kalman Estimation Algorithm	2010	IEEE Transaction on Control	18	-	1	2		0	
	2	S.K. Dwivedy, M. Srinivas	Dynamic instability of MRE embedded soft cored sandwich beam with nonconductive skins	2010	Shock and Vibration	18	6	759	788		0	
	2	P S Rama Sreekanth, S Kanagaraj	Assessment of bulk and surface properties of medical grade UHMWPE based nanocomposites using Nanoindentation and microtensile testing	2013	Journal of the Mechanical Behavior of Biomedical Materials	18	-	140	151		3	
	2	A. Ghosh, P. Goswami, P.Mahanta, A. Verma,	Effect of carbon fiber length and graphene on carbon-polymer composite bipolar plate for PEMFC	2014	Journal of Solid State Electrochemistry	18	12	3427	3436		0	
	2	Randive,P., Dalal, A., Mukherjee, P.P.	Mesoscopic simulation of blob resonance in a model porous pathway	2014	Microfluidics and Nanofluidics	18	2	215	232		0	
	2	R. Kalidasan, M. Yatin, D.K. Sarma, S. Senthilvelan and U.S. Dixit	An experimental study of cutting forces and temperature in multi-tool turning of grey cast iron	2016	International Journal of Machining and Machinability of Materials	18	5/6,	540	551		0	
	2	Kishor Kumar Gajrani, Rokkham Pavan Kumar Reddy, M. Ravi Sankar	Experimental comparative study of conventional, micro-textured and coated micro-textured tools during machining of hardened AISI 1040 alloy steel	2016	International Journal of Machining and Machinability of Materials	18	42861	522	539		0	
	2	Bikramjit Basu Debasish Sarkar, B. Sambi Reddy, Sourav Mandal, M. Ravi Sankar	Uniaxial Compaction-Based Manufacturing Strategy and 3D Microstructural Evaluation of Near-Net-Shaped ZrO2-Toughened Al2O3 Acetabular Socket	2016	Advanced Engineering Materials	18	9	1634	1644		0	
	2	D. Sarkar, B. S. Reddy, S. Mandal, M. Ravi Sankar, B. Basu,	Uniaxial Compaction-Based Manufacturing Strategy and 3D Microstructural Evaluation of Near-Net-Shaped ZrO2-Toughened Al2O3Acetabular Socket	2017	Advanced Engineering Materials	18	9	1634	1644		0	
	2	Gunjo, D.G., Jena, S.R., Mahanta, P. and Robi, P.S.,	Melting enhancement of a latent heat storage with dispersed Cu, CuO and Al2O3 nanoparticles for solar thermal application.	2018	IEEE Sensors Journal,	18	12	4847	4860		0	
	2	Gunjo, D.G., Jena, S.R., Mahanta, P. and Robi, P.S.,	Melting enhancement of a latent heat storage with dispersed Cu, CuO and Al2O3 nanoparticles for solar thermal application.	2018	IEEE Sensors Journal,	18	12	4847	4860		0	
	2	D. Chakraborty and B. Pradhan	Critical Strain Energy Release Rate of Broken Ply Composite Laminates	1998	Journal Reinforced Plastics and Composites	17	6	498	511		6	
	2	K.S.R.K. Murthy and M. Mukhopadhyay	Unification of stress intensity factor (SIF) extraction methods with an h-adaptive finite element scheme	2001	Communications in Numerical Methods in Engineering	17	-	509	520		0	
	2	N. Sahoo, V. Kulkarni, S. Saravanan, G. Jagadeesh and K.P.J. Reddy	Film cooling effectiveness on a large angle blunt cone flying at hypersonic speed	2005	Physics of Fluids	17	3	1	11		17	
	2	G. Tomar, G. Biswas, A. Sharma and A. Agrawal	Numerical Simulation of Bubble Growth in Film Boiling using CLSVOF Method	2005	Physics of Fluids	17	1	1	13		0	
	2	Biswas Pankaj, Mandal N. R. and Sha O. P.	Numerical and ANN prediction of thermal history of Submerged Arc Welding	2006	Journal of Mechanical Behavior of Materials	17	4	269	286		0	
	2	Satyajit Panda and M. C. Ray	Active Constrained Layer Damping of Geometrically Nonlinear Vibrations of Functionally Graded Plates Using Piezoelectric Fiber Reinforced Composites	2008	Smart Materials and Structures	17	2	1	15		12	
	2	B. Pratiher and S. K. Dwivedy	Nonlinear response of a soft magneto elastic cantilever beam with end mass under static and dynamics magnetic field	2010	Journal of Vibration and Control	17	9	1394	1406		2	
	2	Randive, P.,?Dalal, A., and Mukherjee, P. P.	Probing the Influence of Superhydrophobicity and Mixed Wettability on Droplet Displacement Behavior	2014	Microfluidics and Nanofluidics	17	4	657	674		0	
	2	R. Tiwari and D. J. Bordoloi	Unification of Multi-class Fault Classification from Diverse Domain Features of Gear Using SVM Algorithms	2014	International Journal of Condition Monitoring & Diagnostic Engineering	17	3	39	49		0	
	2	Barkachary B. M. and Joshi S. N.	Integrated finite element method (FEM) and response surface methodology (RSM) based modeling and simulation of single point diamond turning (SPDT) of silicon	2015	International Journal of Machining and Machinability of Materials	17	3	330	354		0	
	2	Hakeem Niyas, Likhendra Prasad, Muthukumar P	Performance Investigation of High-Temperature Sensible Heat Thermal Energy Storage System during Charging and Discharging Processes.	2015	Clean Technologies and Environmental Policy,	17		501	513		0	
