page_ptr	id	path	depth	numchild	title	draft_title	slug	content_type	live	has_unpublished_changes	url_path	owner	seo_title	show_in_menus	search_description	go_live_at	expire_at	expired	locked	first_published_at	last_published_at	latest_revision_created_at	live_revision	principal_investigator	description	name	start_date	end_date	budget	funding_agency	funding_agency_link	project_type	alt_PI_text
1127	1127	0001000100030003005V	5	0	Development of an adaptive P-refinement scheme for Finite element analysis	Development of an adaptive P-refinement scheme for Finite element analysis	210	16	1	0	/mech/research/projects/210/			0				0	0							Development of an adaptive P-refinement scheme for Finite element analysis	2001-01-01	2004-01-01	8.25	ADA		1	Dr. S. K. Dwivedy
1128	1128	0001000100030003005W	5	0	STUDY OF DELAMINATION IN FRP COMPOSITES UNDER LOW VELOCITY IMPACT USING ADAPTIVE FINITE ELEMENT METHOD	STUDY OF DELAMINATION IN FRP COMPOSITES UNDER LOW VELOCITY IMPACT USING ADAPTIVE FINITE ELEMENT METHOD	211	16	1	0	/mech/research/projects/211/			0				0	0						Co Investigator(s) : Dr. U. S. Dixit	STUDY OF DELAMINATION IN FRP COMPOSITES UNDER LOW VELOCITY IMPACT USING ADAPTIVE FINITE ELEMENT METHOD	2001-01-01	2002-01-01	3	CDAC		1	Dr. D. Chakraborty
1129	1129	0001000100030003005X	5	0	Computer Aided Analysis of High Speed Ball and Roller Bearings	Computer Aided Analysis of High Speed Ball and Roller Bearings	212	16	1	0	/mech/research/projects/212/			0				0	0						Co Investigator(s) : Dr. A. Dutta 	Computer Aided Analysis of High Speed Ball and Roller Bearings	2000-01-01	2003-01-01	7.4	ARDB		1	Dr. R. Tiwari
1130	1130	0001000100030003005Y	5	0	Computation of process parameters of bubbling fluidized bed boiler	Computation of process parameters of bubbling fluidized bed boiler	213	16	1	0	/mech/research/projects/213/			0				0	0							Computation of process parameters of bubbling fluidized bed boiler	1999-01-01	2000-01-01	3.5	L&T 		1	Dr. M. Pandey
1131	1131	0001000100030003005Z	5	0	Development of a new generation spark plug electrode material	Development of a new generation spark plug electrode material	214	16	1	0	/mech/research/projects/214/			0				0	0							Development of a new generation spark plug electrode material	1999-01-01	2001-01-01	5	MHRD		1	Dr. A. Srinivasan
1132	1132	00010001000300030060	5	0	Generalized Monte Carlo Solution Technique for Radiative Heat Transfer Problems in General Diffuse Gray Cartesian Enclosures with Absorbing-Emitting-Scattering Media	Generalized Monte Carlo Solution Technique for Radiative Heat Transfer Problems in General Diffuse Gray Cartesian Enclosures with Absorbing-Emitting-Scattering Media	215	16	1	0	/mech/research/projects/215/			0				0	0						Co Investigator(s) : Dr. P. S. Robi	Generalized Monte Carlo Solution Technique for Radiative Heat Transfer Problems in General Diffuse Gray Cartesian Enclosures with Absorbing-Emitting-Scattering Media	1999-01-01	2002-01-01	0	DST		1	Dr. S. C. Mishra
1133	1133	00010001000300030061	5	0	Preparation and characterization of Ru-Al alloys for special applications	Preparation and characterization of Ru-Al alloys for special applications	216	16	1	0	/mech/research/projects/216/			0				0	0							Preparation and characterization of Ru-Al alloys for special applications	1999-01-01	2005-01-01	9.5	ISRO		1	Dr. P. S. Robi
1134	1134	00010001000300030062	5	0	Simulation of the natural circulation system of bubbling fluidised bed boiler, in-house project	Simulation of the natural circulation system of bubbling fluidised bed boiler, in-house project	217	16	1	0	/mech/research/projects/217/			0				0	0						Co Investigator(s) : Dr. A. Srinivasan 	Simulation of the natural circulation system of bubbling fluidised bed boiler, in-house project	1998-01-01	1999-01-01	3.5	L&T 		1	Dr. M. Pandey
1135	1135	00010001000300030063	5	0	Dynamic simulation of heat recovery steam generator	Dynamic simulation of heat recovery steam generator	218	16	1	0	/mech/research/projects/218/			0				0	0							Dynamic simulation of heat recovery steam generator	1997-01-01	1998-01-01	7	L&T 		1	Dr. M. Pandey
1136	1136	00010001000300030064	5	0	Development of Modal Testing Facility	Development of Modal Testing Facility	219	16	1	0	/mech/research/projects/219/			0				0	0						Co Investigator(s) : Dr. V.P. Khare	Development of Modal Testing Facility	1996-01-01	1997-01-01	16	MHRD		1	Dr. R. Tiwari
1137	1137	00010001000300030065	5	0	Dynamic Vibration Absorber	Dynamic Vibration Absorber	220	16	1	0	/mech/research/projects/220/			0				0	0							Dynamic Vibration Absorber	1996-01-01	1997-01-01	1.3	MHRD		1	Dr. R. Tiwari
1138	1138	00010001000300030066	5	0	Development of Microbial Fuel Cells and theoretical modeling on the multiple effect of flow-materials in waste water bio-energy reactor	Development of Microbial Fuel Cells and theoretical modeling on the multiple effect of flow-materials in waste water bio-energy reactor	221	16	1	0	/mech/research/projects/221/			0				0	0						Co-Investigator(s): Prof. Gautam Biswas, Dr. Vimal Katiyar, Dr. Chandan Mukherjee	Development of Microbial Fuel Cells and theoretical modeling on the multiple effect of flow-materials in waste water bio-energy reactor	2018-01-01	2021-01-01	42.96	GITA-DST		1	Amaresh Dalal
1139	1139	00010001000300030067	5	0	Thermo-hydrodynamics of evaporating meniscus of conventional fluid and ferrofluids under externally imposed magnetic field inside heated mini-channels	Thermo-hydrodynamics of evaporating meniscus of conventional fluid and ferrofluids under externally imposed magnetic field inside heated mini-channels	222	16	1	0	/mech/research/projects/222/			0				0	0							Thermo-hydrodynamics of evaporating meniscus of conventional fluid and ferrofluids under externally imposed magnetic field inside heated mini-channels	2017-01-01	2000-01-01	44.93	SERB		1	B Mehta
1140	1140	00010001000300030068	5	0	Design and Development of Automated Abrasive Flow Nano-Finishing (A-AFNF) Process for Defence Applications.	Design and Development of Automated Abrasive Flow Nano-Finishing (A-AFNF) Process for Defence Applications.	223	16	1	0	/mech/research/projects/223/			0				0	0							Design and Development of Automated Abrasive Flow Nano-Finishing (A-AFNF) Process for Defence Applications.	2017-01-01	2000-01-01	78.6	DRDO		1	Ravi Sankar
1141	1141	00010001000300030069	5	0	Analytical solution for boundary layer stresses in piezoelectric plates with longitudinally functionally graded materials	Analytical solution for boundary layer stresses in piezoelectric plates with longitudinally functionally graded materials	224	16	1	0	/mech/research/projects/224/			0				0	0							Analytical solution for boundary layer stresses in piezoelectric plates with longitudinally functionally graded materials	2000-01-01	2000-01-01	23.96	DST		1	P. Kumari
1142	1142	0001000100030003006A	5	0	Manufacturing Solutions for the Preparation of Siddha Medicines (Traditional Medicines Originated from Tamilnadu)	Manufacturing Solutions for the Preparation of Siddha Medicines (Traditional Medicines Originated from Tamilnadu)	225	16	1	0	/mech/research/projects/225/			0				0	0						Co-Investigator(s): Dr S Kanagaraj Prof P S Robi Prof . Kannan Pakshirajan Prof G Pugazhenthi Indian Institute of Technology Guwahati Prof R Gnanamoorthy Professor , Indian Institute of Technology Madras Dr P Selva Shanmugam( MD Siddha), PhD Siddha Consultant Physician, Dr J Raamachandran (Retd.) Professor Indian Institute of Technology Madras Prof R A Kalaivani Vels University Chennai 600117	Manufacturing Solutions for the Preparation of Siddha Medicines (Traditional Medicines Originated from Tamilnadu)	2007-01-01	2010-01-01	57.98	MHRD IMPRINT		1	S Senthilvelan
1143	1143	0001000100030003006B	5	0	Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications.	Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications.	226	16	1	0	/mech/research/projects/226/			0				0	0							Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications.	2017-01-01	2020-01-01	159.7	MHRD IMPRINT		1	P Muthukumar
1144	1144	0001000100030003006C	5	0	Development of High Temperature Thermal Energy Storage System for Solar Thermal Power Plant	Development of High Temperature Thermal Energy Storage System for Solar Thermal Power Plant	227	16	1	0	/mech/research/projects/227/			0				0	0							Development of High Temperature Thermal Energy Storage System for Solar Thermal Power Plant	2017-01-01	2000-01-01	159	DST		1	P Muthukumar
1145	1145	0001000100030003006D	5	0	Reversible Alkali Metal Based Hydrides for High Temperature Thermal Energy Storage	Reversible Alkali Metal Based Hydrides for High Temperature Thermal Energy Storage	228	16	1	0	/mech/research/projects/228/			0				0	0							Reversible Alkali Metal Based Hydrides for High Temperature Thermal Energy Storage	2017-01-01	2000-01-01	76.5	DST		1	P Muthukumar
1146	1146	0001000100030003006E	5	0	Design, development and demonstration of indigenous hydrogen storage and fuel cell system for mobile and stationary applications of 5 kW capacity.	Design, development and demonstration of indigenous hydrogen storage and fuel cell system for mobile and stationary applications of 5 kW capacity.	229	16	1	0	/mech/research/projects/229/			0				0	0							Design, development and demonstration of indigenous hydrogen storage and fuel cell system for mobile and stationary applications of 5 kW capacity.	2017-01-01	2000-01-01	48.5	MHRD IMPRINT		1	P Muthukumar
1147	1147	0001000100030003006F	5	0	Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications.	Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications.	230	16	1	0	/mech/research/projects/230/			0				0	0							Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications.	2017-01-01	2000-01-01	159.7	MHRD IMPRINT		1	P Muthukumar
1148	1148	0001000100030003006G	5	0	Gait analysis based patient specific prosthetic polycentric knee joint and socket for trans-femoral amputees to improve their walking pattern	Gait analysis based patient specific prosthetic polycentric knee joint and socket for trans-femoral amputees to improve their walking pattern	231	16	1	0	/mech/research/projects/231/			0				0	0							Gait analysis based patient specific prosthetic polycentric knee joint and socket for trans-femoral amputees to improve their walking pattern	2017-01-01	2000-01-01	22	PRISM, DSIR		1	P Muthukumar
1149	1149	0001000100030003006H	5	0	Preservation of residual hearing by localized delivery of nanoceria based solid solution and composite as an antioxidant in cochlear implants	Preservation of residual hearing by localized delivery of nanoceria based solid solution and composite as an antioxidant in cochlear implants	232	16	1	0	/mech/research/projects/232/			0				0	0							Preservation of residual hearing by localized delivery of nanoceria based solid solution and composite as an antioxidant in cochlear implants	2017-01-01	2000-01-01	132.37	Department of Biotechnology		1	P Muthukumar
1150	1150	0001000100030003006I	5	0	Investigations on hydrodynamics, flow regimes and heat transfer characteristics of flow boiling in mini- and microchannels	Investigations on hydrodynamics, flow regimes and heat transfer characteristics of flow boiling in mini- and microchannels	233	16	1	0	/mech/research/projects/233/			0				0	0						Co-Investigator(s): A. Singh	Investigations on hydrodynamics, flow regimes and heat transfer characteristics of flow boiling in mini- and microchannels	2017-01-01	2000-01-01	58.95	SERB (DST)		1	M. Pandey
1151	1151	0001000100030003006J	5	0	Probabilistic and seismic hazard assessment (PSHA) and fragility evaluation of SSC’s	Probabilistic and seismic hazard assessment (PSHA) and fragility evaluation of SSC’s	234	16	1	0	/mech/research/projects/234/			0				0	0							Probabilistic and seismic hazard assessment (PSHA) and fragility evaluation of SSC’s	2017-01-01	2000-01-01	76	NPCIL		1	S K Dwivedy
1152	1152	0001000100030003006K	5	0	Forming of automotive materials at elevated temperature and selection of lubricants for sustainable manufacturing	Forming of automotive materials at elevated temperature and selection of lubricants for sustainable manufacturing	235	16	1	0	/mech/research/projects/235/			0				0	0							Forming of automotive materials at elevated temperature and selection of lubricants for sustainable manufacturing	2017-01-01	2000-01-01	11.11	DST, SERB; Indo-sri Lanka collaborative research project		1	R. Ganesh Narayana
1153	1153	0001000100030003006L	5	0	Program support for Research in Biological sciences and Healthcare Engineering in North East Region	Program support for Research in Biological sciences and Healthcare Engineering in North East Region	236	16	1	0	/mech/research/projects/236/			0				0	0						Co-Investigator(s): Prof. R. Swaminathan, Prof. S. Dandapat, Prof. Ashish Anand, Prof.K. Pakshirajan and Prof.T. Punniamurthy	Program support for Research in Biological sciences and Healthcare Engineering in North East Region	2018-01-01	2021-01-01	3735.28	DBT		1	S Kanagaraj and S K Dwivedy
1154	1154	0001000100030003006M	5	0	Manufacturing and testing of fibre reinforced composites	Manufacturing and testing of fibre reinforced composites	237	16	1	0	/mech/research/projects/237/			0				0	0							Manufacturing and testing of fibre reinforced composites	2017-01-01	2019-01-01	5	IITG		1	N. Muthu
1155	1155	0001000100030003006N	5	0	Development of a General Purpose CFD Solver over a Hybrid Unstructured Grid	Development of a General Purpose CFD Solver over a Hybrid Unstructured Grid	238	16	1	0	/mech/research/projects/238/			0				0	0						Co-Investigator(s): Dr. Ganesh Natarajan, Dr. Nanda Kishore	Development of a General Purpose CFD Solver over a Hybrid Unstructured Grid	2013-01-01	2018-01-01	300.88	BRNS-DAE		1	Amaresh Dalal
1156	1156	0001000100030003006O	5	0	Analysis of flow transitions, thermo-physical properties, materials testing and heat transfer coefficient in Supercritical Steam based open loop	Analysis of flow transitions, thermo-physical properties, materials testing and heat transfer coefficient in Supercritical Steam based open loop	239	16	1	0	/mech/research/projects/239/			0				0	0						Co-Investigator(s): Prof. Gautam Biswas, Dr. Dipankar N Basu	Analysis of flow transitions, thermo-physical properties, materials testing and heat transfer coefficient in Supercritical Steam based open loop	2000-01-01	2023-01-01	33.7	DST under Clean Energy Research Initiatives		1	Amaresh Dalal
1157	1157	0001000100030003006P	5	0	Development of Microbial Fuel Cells and theoretical modeling on the multiple effect of flow-materials in waste water bio-energy reactor	Development of Microbial Fuel Cells and theoretical modeling on the multiple effect of flow-materials in waste water bio-energy reactor	240	16	1	0	/mech/research/projects/240/			0				0	0						Co-Investigator(s): Prof. Gautam Biswas, Dr. Vimal Katiyar, Dr. Chandan Mukherjee	Development of Microbial Fuel Cells and theoretical modeling on the multiple effect of flow-materials in waste water bio-energy reactor	2000-01-01	2021-01-01	42.96	GITA-DST		1	Amaresh Dalal
1158	1158	0001000100030003006Q	5	0	North East Centre for Biological sciences and Healthcare Engineering (NECBH)	North East Centre for Biological sciences and Healthcare Engineering (NECBH)	241	16	1	0	/mech/research/projects/241/			0				0	0						Co-Investigator(s): Prof. R. Swaminathan, Prof. S. Dandapat, Prof. Ashish Anand, HOD BSBE and HD Chemsitry, Dean R&D, Associat Dean R&D | Duration: 3 years	North East Centre for Biological sciences and Healthcare Engineering (NECBH)	2000-01-01	2000-01-01	3735.28	DBT		1	S Kanagaraj and S K Dwivedy
1159	1159	0001000100030003006R	5	0	Feasibiliy Evaluation of Powder Metallurgy Connecting Rod for Automotive Applications	Feasibiliy Evaluation of Powder Metallurgy Connecting Rod for Automotive Applications	242	16	1	0	/mech/research/projects/242/			0				0	0						Co-Investigator(s): Prof P S Robi | Duration: 2 years	Feasibiliy Evaluation of Powder Metallurgy Connecting Rod for Automotive Applications	2000-01-01	2000-01-01	47.65	DST		1	S Senthilvelan
1160	1160	0001000100030003006S	5	0	Fabrication of Prosthetic Implants and further Nanofinishing Using Magnetic Field Assisted Finishing (MFAF) Process	Fabrication of Prosthetic Implants and further Nanofinishing Using Magnetic Field Assisted Finishing (MFAF) Process	243	16	1	0	/mech/research/projects/243/			0				0	0						Duration: 3 years	Fabrication of Prosthetic Implants and further Nanofinishing Using Magnetic Field Assisted Finishing (MFAF) Process	2000-01-01	2000-01-01	47.68	SERB, DST		1	Manas Das
1161	1161	0001000100030003006T	5	0	Indigenous development of a suture mediated vascular closure device for closure of arterial access site to achieve instant hemostasis following catheter angiography and interventions	Indigenous development of a suture mediated vascular closure device for closure of arterial access site to achieve instant hemostasis following catheter angiography and interventions	244	16	1	0	/mech/research/projects/244/			0				0	0						Co-Investigator(s): Dr.Ganesh Narayanan IITG, Dr. Akash Handique, Dr. Amit Malviya, Dr.Prajal Saikia NEIGRIHMS and Dr.Bhupen Sarma CVS | Duration: 2 years	Indigenous development of a suture mediated vascular closure device for closure of arterial access site to achieve instant hemostasis following catheter angiography and interventions	2000-01-01	2000-01-01	34.264	DBT		1	S Kanagaraj
1162	1162	0001000100030003006U	5	0	Development of new generation Acetabular Socket Linear and Femoral Head Prototypes with unique 3D microstructures and better fracture resistance for Osteoporosis and Osteoarthritis treatment	Development of new generation Acetabular Socket Linear and Femoral Head Prototypes with unique 3D microstructures and better fracture resistance for Osteoporosis and Osteoarthritis treatment	245	16	1	0	/mech/research/projects/245/			0				0	0						Co-Investigator(s): Prof. Bikramjit Basu, IISc, Prof. S. Senthilvelan, IITG, Prof. K. Balani, IITK,  Prof. Alok Dhawan, IITR, Mr. R. Joseph Bensingh, CIPET | Duration: 3 years	Development of new generation Acetabular Socket Linear and Femoral Head Prototypes with unique 3D microstructures and better fracture resistance for Osteoporosis and Osteoarthritis treatment	2000-01-01	2000-01-01	30.26	IMRPINT, MHRD		1	S Kanagaraj
1163	1163	0001000100030003006V	5	0	An affordable lower limb prosthesis with polycentric knee joint, dynamic ankle joint and suction-suspension socket system having advanced features	An affordable lower limb prosthesis with polycentric knee joint, dynamic ankle joint and suction-suspension socket system having advanced features	246	16	1	0	/mech/research/projects/246/			0				0	0						Co-Investigator(s): Prof. Nelson Muthu | Duration: 3 years	An affordable lower limb prosthesis with polycentric knee joint, dynamic ankle joint and suction-suspension socket system having advanced features	2000-01-01	2000-01-01	73.37	IMRPINT, MHRD		1	S Kanagaraj
1164	1164	0001000100030003006W	5	0	Experimental & computational analyses of flow-induced heat transfer deterioration in supercritical natural circulation loop	Experimental & computational analyses of flow-induced heat transfer deterioration in supercritical natural circulation loop	247	16	1	0	/mech/research/projects/247/			0				0	0						Duration: 3 years	Experimental & computational analyses of flow-induced heat transfer deterioration in supercritical natural circulation loop	2000-01-01	2000-01-01	47.26	DERB, DST		1	Dipankar N Basu
1165	1165	0001000100030003006X	5	0	NewGen IEDC	NewGen IEDC	248	16	1	0	/mech/research/projects/248/			0				0	0						Co-Investigator(s): S. K. Dwivedy	NewGen IEDC	2000-01-01	2000-01-01		DST		1	Ganesh Narayanan
1166	1166	0001000100030003006Y	5	0	Metal hydride materials and systems for the increase of efficiency in renewable and hydrogen energy	Metal hydride materials and systems for the increase of efficiency in renewable and hydrogen energy	249	16	1	0	/mech/research/projects/249/			0				0	0						Co-Investigator(s): Dr Pankaj Kalita | Duration: 3 years	Metal hydride materials and systems for the increase of efficiency in renewable and hydrogen energy	2000-01-01	2000-01-01	36	BRICS Multilateral Research and Development Projects, DST		1	Prof P Muthukumar
1167	1167	0001000100030003006Z	5	0	DST – IIT Bombay Energy Storage Platform on Hydrogen	DST – IIT Bombay Energy Storage Platform on Hydrogen	250	16	1	0	/mech/research/projects/250/			0				0	0						Duration: 5 years	DST – IIT Bombay Energy Storage Platform on Hydrogen	2000-01-01	2000-01-01	170	SERB, DST		1	Prof P Muthukumar
1168	1168	00010001000300030070	5	0	Reversible Alkali Metal Based Hydrides for High Temperature Thermal Energy Storage	Reversible Alkali Metal Based Hydrides for High Temperature Thermal Energy Storage	251	16	1	0	/mech/research/projects/251/			0				0	0						Duration: 3 years	Reversible Alkali Metal Based Hydrides for High Temperature Thermal Energy Storage	2000-01-01	2000-01-01	76	MES, DST		1	Prof P Muthukumar
1169	1169	00010001000300030071	5	0	Computational and Experimental study of damage and failure in carbon/glass fiber reinforced composite materials	Computational and Experimental study of damage and failure in carbon/glass fiber reinforced composite materials	252	16	1	0	/mech/research/projects/252/			0				0	0						Duration: 3 years	Computational and Experimental study of damage and failure in carbon/glass fiber reinforced composite materials	2000-01-01	2000-01-01	49.59	SERB, DST		1	Nelson Muthu
1170	1170	00010001000300030072	5	0	Development of a General Purpose CFD Solver over a Hybrid Unstructured Grid	Development of a General Purpose CFD Solver over a Hybrid Unstructured Grid	253	16	1	0	/mech/research/projects/253/			0				0	0						Co-Investigator(s): Dr. Ganesh Natarajan, Dr. Nanda Kishore	Development of a General Purpose CFD Solver over a Hybrid Unstructured Grid	2019-01-01	2000-01-01	300.88	BRNS-DAE		1	Amaresh Dalal
1171	1171	00010001000300030073	5	0	Manufacturing Solutions for the Preparation of Siddha Medicines (Traditional Medicines Originated from Tamilnadu)	Manufacturing Solutions for the Preparation of Siddha Medicines (Traditional Medicines Originated from Tamilnadu)	254	16	1	0	/mech/research/projects/254/			0				0	0						Co-Investigator(s): Dr S Kanagaraj Prof P S Robi Prof Kannan Pakshirajan Prof G Pugazhenthi - Indian Institute of Technology Guwahati | Prof R Gnanamoorthy -Professor , Indian Institute of Technology Madras | Dr P Selva Shanmugam( MD Siddha), PhD Siddha Consultant Physician, Dr J Raamachandran (Retd.) Professor Indian Institute of Technology Madras Prof R A Kalaivani Vels University Chennai 600117	Manufacturing Solutions for the Preparation of Siddha Medicines (Traditional Medicines Originated from Tamilnadu)	2000-01-01	2000-01-01	57.98	MHRD IMPRINT		1	S Senthilvelan
1172	1172	00010001000300030074	5	0	Development of A Nonlinear Finite Element Based Framework for Elasto-plastic Contact Problems	Development of A Nonlinear Finite Element Based Framework for Elasto-plastic Contact Problems	255	16	1	0	/mech/research/projects/255/			0				0	0						Duration: 2 Years	Development of A Nonlinear Finite Element Based Framework for Elasto-plastic Contact Problems	2000-01-01	2000-01-01	12.5	VSSC, ISRO		1	Sachin Singh Gautam
1173	1173	00010001000300030075	5	0	Numerical Methods For Dynamic Analysis of Adhesive Contact Problems	Numerical Methods For Dynamic Analysis of Adhesive Contact Problems	256	16	1	0	/mech/research/projects/256/			0				0	0						Duration: 3 Years	Numerical Methods For Dynamic Analysis of Adhesive Contact Problems	2000-01-01	2000-01-01	32.26	SERB, DST		1	Sachin Singh Gautam
1174	1174	00010001000300030076	5	0	Compressible Flow solver with Immersed Boundary Approach	Compressible Flow solver with Immersed Boundary Approach	257	16	1	0	/mech/research/projects/257/			0				0	0						Co-Investigator(s): Niranjan Sahoo and Ganesh Natarajan | Duration: 1 year	Compressible Flow solver with Immersed Boundary Approach	2000-01-01	2000-01-01	16.32	Respond, ISRO		1	Vinayak Kulkarni
1175	1175	00010001000300030077	5	0	Analytical solution for boundary layer stresses in piezoelectric plates with  longitudinally functionally graded materials	Analytical solution for boundary layer stresses in piezoelectric plates with  longitudinally functionally graded materials	258	16	1	0	/mech/research/projects/258/			0				0	0						Duration: 3 years	Analytical solution for boundary layer stresses in piezoelectric plates with  longitudinally functionally graded materials	2000-01-01	2000-01-01	23.96	SERB, DST		1	Poonam Kumari
1176	1176	00010001000300030078	5	0	Development of High Temperature Thermal Energy Storage System for Solar Thermal Power Plant	Development of High Temperature Thermal Energy Storage System for Solar Thermal Power Plant	259	16	1	0	/mech/research/projects/259/			0				0	0						Co-Investigator(s): Dr R Anandalakshmi, Chemical Engg | Duration: 3 years	Development of High Temperature Thermal Energy Storage System for Solar Thermal Power Plant	2000-01-01	2000-01-01	150	SERB, DST		1	Prof P Muthukumar
1177	1177	00010001000300030079	5	0	Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications	Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications	260	16	1	0	/mech/research/projects/260/			0				0	0						Duration: 3 years	Design and development of energy efficient and environment friendly LPG and Kerosene cooking stoves with Porous Radiant Burners for household and large-scale cooking applications	2000-01-01	2000-01-01	160	IMRPINT, MHRD		1	Prof P Muthukumar
1178	1178	0001000100030003007A	5	0	Design, development and demonstration of indigenous hydrogen storage and fuel cell system for mobile and stationary applications of 5 kW capacity	Design, development and demonstration of indigenous hydrogen storage and fuel cell system for mobile and stationary applications of 5 kW capacity	261	16	1	0	/mech/research/projects/261/			0				0	0						Duration: 3 years	Design, development and demonstration of indigenous hydrogen storage and fuel cell system for mobile and stationary applications of 5 kW capacity	2000-01-01	2000-01-01	48	IMRPINT, MHRD		1	Prof P Muthukumar
1179	1179	0001000100030003007B	5	0	Experimental investigation on the roughness-surface wettability coupling in capillary filling in microchannel	Experimental investigation on the roughness-surface wettability coupling in capillary filling in microchannel	262	16	1	0	/mech/research/projects/262/			0				0	0						Co-Investigator(s): Prof. Gautam Biswas | Duration: 3 years	Experimental investigation on the roughness-surface wettability coupling in capillary filling in microchannel	2000-01-01	2000-01-01	66.07	SERB, DST		1	Pranab K Mondal
1180	1180	0001000100030003007C	5	0	Investigations on Hydroodynamics, Flow Regimes and Heat Transfer Characteristics of Flow Boiling in Mini- and Microchannels	Investigations on Hydroodynamics, Flow Regimes and Heat Transfer Characteristics of Flow Boiling in Mini- and Microchannels	263	16	1	0	/mech/research/projects/263/			0				0	0						Co-Investigator(s): Prof. Anugrah Singh (Chemical Engineering) | Duration: 3 years	Investigations on Hydroodynamics, Flow Regimes and Heat Transfer Characteristics of Flow Boiling in Mini- and Microchannels	2000-01-01	2000-01-01	59	SERB, DST		1	Manmohan Pandey
