page_ptr	id	path	depth	numchild	title	draft_title	slug	content_type	live	has_unpublished_changes	url_path	owner	seo_title	show_in_menus	search_description	go_live_at	expire_at	expired	locked	first_published_at	last_published_at	latest_revision_created_at	live_revision	document	name	abstract	pub_type	download_link	pub_issue	pub_year	pub_journal	pub_vol	page_start	page_end	citations	alt_people_text
2727	2727	00010001000300010166	5	0	Experimental Investigations of Tandem Compressor Cascade Performance at Low Speeds	Experimental Investigations of Tandem Compressor Cascade Performance at Low Speeds	1997_2_experimental-investigations-of-tandem-compressor-cascade-performance-at-low-speeds	18	1	0	/mech/research/publications/1997_2_experimental-investigations-of-tandem-compressor-cascade-performance-at-low-speeds/			0				0	0						Experimental Investigations of Tandem Compressor Cascade Performance at Low Speeds		2		-	1997-01-01	Experimental Thermal and Fluid Science	14	263	276	10	Saha UK, and Roy B
2728	2728	00010001000300010167	5	0	Influence of Interfacial Resin Layer on Delamination Initiation in Broken Ply Composite Laminates	Influence of Interfacial Resin Layer on Delamination Initiation in Broken Ply Composite Laminates	2000_2_influence-of-interfacial-resin-layer-on-delamination-initiation-in-broken-ply-composite-laminates	18	1	0	/mech/research/publications/2000_2_influence-of-interfacial-resin-layer-on-delamination-initiation-in-broken-ply-composite-laminates/			0				0	0						Influence of Interfacial Resin Layer on Delamination Initiation in Broken Ply Composite Laminates		2		12	2000-01-01	Journal of Adhesion Sc. and Tech	14	1499	1513	8	D. Chakraborty and B. Pradhan
2729	2729	00010001000300010168	5	0	An accelerometer balance system for measurement of aerodynamic force coefficients over blunt bodies in a hypersonic shock tunnel	An accelerometer balance system for measurement of aerodynamic force coefficients over blunt bodies in a hypersonic shock tunnel	2003_2_an-accelerometer-balance-system-for-measurement-of-aerodynamic-force-coefficients-over-blunt-bodies-in-a-hypersonic-shock-tunnel	18	1	0	/mech/research/publications/2003_2_an-accelerometer-balance-system-for-measurement-of-aerodynamic-force-coefficients-over-blunt-bodies-in-a-hypersonic-shock-tunnel/			0				0	0						An accelerometer balance system for measurement of aerodynamic force coefficients over blunt bodies in a hypersonic shock tunnel		2		-	2003-01-01	Measurement Science and Technology	14	260	272	21	N. Sahoo, D.R. Mahapatra, G. Jagadeesh, S. Gopalakrishnan and K.P.J. Reddy
2730	2730	00010001000300010169	5	0	Twisted bamboo bladed rotor for savonius wind turbines	Twisted bamboo bladed rotor for savonius wind turbines	2004_2_twisted-bamboo-bladed-rotor-for-savonius-wind-turbines	18	1	0	/mech/research/publications/2004_2_twisted-bamboo-bladed-rotor-for-savonius-wind-turbines/			0				0	0						Twisted bamboo bladed rotor for savonius wind turbines		2		2	2004-01-01	Journal of Solar Energy Society of India	14	1	10	0	U. K. Saha, P. Mahanta, A. S. Grinspan, P. S. Kumar and P. Goswami
2731	2731	0001000100030001016A	5	0	Surface roughness prediction in turning using artificial neural network	Surface roughness prediction in turning using artificial neural network	2005_2_surface-roughness-prediction-in-turning-using-artificial-neural-network	18	1	0	/mech/research/publications/2005_2_surface-roughness-prediction-in-turning-using-artificial-neural-network/			0				0	0						Surface roughness prediction in turning using artificial neural network		2		-	2005-01-01	Neural Computing and Applications	14	319	324	19	S. K. Pal and D. Chakraborty
2732	2732	0001000100030001016B	5	0	Development of an efficient numerical heat transfer model coupled with genetic algorithm based optimization for the prediction of process variables in GTA spot welding	Development of an efficient numerical heat transfer model coupled with genetic algorithm based optimization for the prediction of process variables in GTA spot welding	2008_2_development-of-an-efficient-numerical-heat-transfer-model-coupled-with-genetic-algorithm-based-optimization-for-the-prediction-of-process-variables-in-gta-spot-welding	18	1	0	/mech/research/publications/2008_2_development-of-an-efficient-numerical-heat-transfer-model-coupled-with-genetic-algorithm-based-optimization-for-the-prediction-of-process-variables-in-gta-spot-welding/			0				0	0						Development of an efficient numerical heat transfer model coupled with genetic algorithm based optimization for the prediction of process variables in GTA spot welding		2		4	2008-01-01	Science and Technology of Welding and Joining	14	333	345	14	S. Bag and A. De
2733	2733	0001000100030001016C	5	0	Microstructural evolution and hardening behaviour of cast and heat-treated ru-al and ru-al-ni alloys	Microstructural evolution and hardening behaviour of cast and heat-treated ru-al and ru-al-ni alloys	2008_2_microstructural-evolution-and-hardening-behaviour-of-cast-and-heat-treated-ru-al-and-ru-al-ni-alloys	18	1	0	/mech/research/publications/2008_2_microstructural-evolution-and-hardening-behaviour-of-cast-and-heat-treated-ru-al-and-ru-al-ni-alloys/			0				0	0						Microstructural evolution and hardening behaviour of cast and heat-treated ru-al and ru-al-ni alloys		2		1	2008-01-01	Metals and Materials International	14	123	132	1	Anil Borah, P.S. Robi, Ajit L. Mujumdar, A. Srinivasan
2734	2734	0001000100030001016D	5	0	James watt and his linkages	James watt and his linkages	2009_2_james-watt-and-his-linkages	18	1	0	/mech/research/publications/2009_2_james-watt-and-his-linkages/			0				0	0						James watt and his linkages		2		-	2009-01-01	Resonance	14	530	543	1	S. R. Deepak and G. K. Ananthasuresh
2735	2735	0001000100030001016E	5	0	Biomass gasification for decentralized power generation: The Indian perspective	Biomass gasification for decentralized power generation: The Indian perspective	2010_2_biomass-gasification-for-decentralized-power-generation-the-indian-perspective	18	1	0	/mech/research/publications/2010_2_biomass-gasification-for-decentralized-power-generation-the-indian-perspective/			0				0	0						Biomass gasification for decentralized power generation: The Indian perspective		2		1	2010-01-01	Renewable and Sustainable Energy Reviews	14	73	92	43	B. Buragohain, P. Mahanta, V.S. Moholkar
2736	2736	0001000100030001016F	5	0	Electromagnetic Impact Welding of Mg to Al Sheets	Electromagnetic Impact Welding of Mg to Al Sheets	2010_2_electromagnetic-impact-welding-of-mg-to-al-sheets	18	1	0	/mech/research/publications/2010_2_electromagnetic-impact-welding-of-mg-to-al-sheets/			0				0	0						Electromagnetic Impact Welding of Mg to Al Sheets		2		6	2010-01-01	Science and Technology Welding and Joining	14	549	553	15	S.D. Kore, J. Imbert, M.J. Worswick, Y. Zhou
2737	2737	0001000100030001016G	5	0	Error analysis of forward and reverse heat conduction and convection calculations considering uncertainties in welding	Error analysis of forward and reverse heat conduction and convection calculations considering uncertainties in welding	2010_2_error-analysis-of-forward-and-reverse-heat-conduction-and-convection-calculations-considering-uncertainties-in-welding	18	1	0	/mech/research/publications/2010_2_error-analysis-of-forward-and-reverse-heat-conduction-and-convection-calculations-considering-uncertainties-in-welding/			0				0	0						Error analysis of forward and reverse heat conduction and convection calculations considering uncertainties in welding		2		9	2010-01-01	Science and Technology of Welding and Joining	14	662	668	2	S. Bag and A. De
2738	2738	0001000100030001016H	5	0	Nano-finishing of stainless-steel tubes using R-MRAFF Process	Nano-finishing of stainless-steel tubes using R-MRAFF Process	2010_2_nano-finishing-of-stainless-steel-tubes-using-r-mraff-process	18	1	0	/mech/research/publications/2010_2_nano-finishing-of-stainless-steel-tubes-using-r-mraff-process/			0				0	0						Nano-finishing of stainless-steel tubes using R-MRAFF Process		2		3	2010-01-01	Machining Science and Technology an International Journal	14	365	389	3	Manas Das, V.K. Jain, P.S Ghoshdastidar
2739	2739	0001000100030001016I	5	0	Predicting the grain size and strength during friction stir welding by Cellular automata based finite element (CAFE) analysis	Predicting the grain size and strength during friction stir welding by Cellular automata based finite element (CAFE) analysis	2012_2_predicting-the-grain-size-and-strength-during-friction-stir-welding-by-cellular-automata-based-finite-element-cafe-analysis	18	1	0	/mech/research/publications/2012_2_predicting-the-grain-size-and-strength-during-friction-stir-welding-by-cellular-automata-based-finite-element-cafe-analysis/			0				0	0						Predicting the grain size and strength during friction stir welding by Cellular automata based finite element (CAFE) analysis		2		2	2012-01-01	International Journal of Advanced Manufacturing Systems	14	27	34	0	C. Patel, R. Ganesh Narayanan, Sumitesh Das
2740	2740	0001000100030001016J	5	0	Controlled splitting and focusing of a stream of nanoparticles in a converging-diverging microchannel	Controlled splitting and focusing of a stream of nanoparticles in a converging-diverging microchannel	2014_2_controlled-splitting-and-focusing-of-a-stream-of-nanoparticles-in-a-converging-diverging-microchannel	18	1	0	/mech/research/publications/2014_2_controlled-splitting-and-focusing-of-a-stream-of-nanoparticles-in-a-converging-diverging-microchannel/			0				0	0						Controlled splitting and focusing of a stream of nanoparticles in a converging-diverging microchannel		2		19	2014-01-01	Lab on a Chip	14	3800	3808	0	R.K. Arun, K. Chaudhury, M. Ghosh, G. Biswas, N. Chanda and S. Chakraborty
2741	2741	0001000100030001016K	5	0	Experimental assessment of noncontact type laser-based force measurement technique for impulsive loading	Experimental assessment of noncontact type laser-based force measurement technique for impulsive loading	2014_2_experimental-assessment-of-noncontact-type-laser-based-force-measurement-technique-for-impulsive-loading	18	1	0	/mech/research/publications/2014_2_experimental-assessment-of-noncontact-type-laser-based-force-measurement-technique-for-impulsive-loading/			0				0	0						Experimental assessment of noncontact type laser-based force measurement technique for impulsive loading		2		4	2014-01-01	International Journal of Structural Stability and Dynamics	14			0	Ramesh, P., Bommana, D., Kulkarni, V., Sahoo, N., Dwivedy, S.K.
2742	2742	0001000100030001016L	5	0	Multi-Class Fault Taxonomy in Rolling Bearings at Interpolated and Extrapolated Speeds Based on Time Domain Vibration Data by SVM Algorithm	Multi-Class Fault Taxonomy in Rolling Bearings at Interpolated and Extrapolated Speeds Based on Time Domain Vibration Data by SVM Algorithm	2014_2_multi-class-fault-taxonomy-in-rolling-bearings-at-interpolated-and-extrapolated-speeds-based-on-time-domain-vibration-data-by-svm-algorithm	18	1	0	/mech/research/publications/2014_2_multi-class-fault-taxonomy-in-rolling-bearings-at-interpolated-and-extrapolated-speeds-based-on-time-domain-vibration-data-by-svm-algorithm/			0				0	0						Multi-Class Fault Taxonomy in Rolling Bearings at Interpolated and Extrapolated Speeds Based on Time Domain Vibration Data by SVM Algorithm		2		6	2014-01-01	Journal of Failure Analysis and Prevention	14	826	837	0	P. Gangsar and R. Tiwari
2743	2743	0001000100030001016M	5	0	Performance Comparison of Flux Schemes for Numerical Simulation of High-Speed Inviscid Flows	Performance Comparison of Flux Schemes for Numerical Simulation of High-Speed Inviscid Flows	2014_2_performance-comparison-of-flux-schemes-for-numerical-simulation-of-high-speed-inviscid-flows	18	1	0	/mech/research/publications/2014_2_performance-comparison-of-flux-schemes-for-numerical-simulation-of-high-speed-inviscid-flows/			0				0	0						Performance Comparison of Flux Schemes for Numerical Simulation of High-Speed Inviscid Flows		2		2	2014-01-01	Progress in Computational Fluid Dynamics	14	83	96	0	Bibin John, Sarath G, Vinayak Kulkarni and Ganesh Natarajan
2744	2744	0001000100030001016N	5	0	Influence of tacking sequence on residual stress and distortion of single sided fillet submerged arc welded joint	Influence of tacking sequence on residual stress and distortion of single sided fillet submerged arc welded joint	2015_2_influence-of-tacking-sequence-on-residual-stress-and-distortion-of-single-sided-fillet-submerged-arc-welded-joint	18	1	0	/mech/research/publications/2015_2_influence-of-tacking-sequence-on-residual-stress-and-distortion-of-single-sided-fillet-submerged-arc-welded-joint/			0				0	0						Influence of tacking sequence on residual stress and distortion of single sided fillet submerged arc welded joint		2		3	2015-01-01	Journal of Marine Science and Application	14	250	260	0	A. K. Mondal, P. Biswas, S. Bag
2745	2745	0001000100030001016O	5	0	Development of a New Tandem Cascade for Axial Flow Compressor Applications	Development of a New Tandem Cascade for Axial Flow Compressor Applications	1996_2_development-of-a-new-tandem-cascade-for-axial-flow-compressor-applications	18	1	0	/mech/research/publications/1996_2_development-of-a-new-tandem-cascade-for-axial-flow-compressor-applications/			0				0	0						Development of a New Tandem Cascade for Axial Flow Compressor Applications		2		-	1996-01-01	International Journal of Turbo & Jet Engines	13	91	101	0	Saha UK, and Roy B
2746	2746	0001000100030001016P	5	0	Stiffness Estimation from Random Response in Multi-Mass Rotor Bearing Systems	Stiffness Estimation from Random Response in Multi-Mass Rotor Bearing Systems	1998_2_stiffness-estimation-from-random-response-in-multi-mass-rotor-bearing-systems	18	1	0	/mech/research/publications/1998_2_stiffness-estimation-from-random-response-in-multi-mass-rotor-bearing-systems/			0				0	0						Stiffness Estimation from Random Response in Multi-Mass Rotor Bearing Systems		2		5	1998-01-01	Probabilistic Engineering Mechanics	13	255	268	6	R. Tiwari and N. S. Vyas
2747	2747	0001000100030001016Q	5	0	Optimal Vibration Control of a Rotating Composite Beam with Distributed Piezoelectric Sensing and Actuation	Optimal Vibration Control of a Rotating Composite Beam with Distributed Piezoelectric Sensing and Actuation	2004_2_optimal-vibration-control-of-a-rotating-composite-beam-with-distributed-piezoelectric-sensing-and-actuation	18	1	0	/mech/research/publications/2004_2_optimal-vibration-control-of-a-rotating-composite-beam-with-distributed-piezoelectric-sensing-and-actuation/			0				0	0						Optimal Vibration Control of a Rotating Composite Beam with Distributed Piezoelectric Sensing and Actuation		2		2	2004-01-01	Smart Materials and Structures	13	433	442	11	N. K. Chandiramani, L. I. Librescu, V. Saxena, and A. Kumar
2748	2748	0001000100030001016R	5	0	Transpiration Cooling Analysis at Hypersonic Mach Numbers Using CFD Tools	Transpiration Cooling Analysis at Hypersonic Mach Numbers Using CFD Tools	2004_2_transpiration-cooling-analysis-at-hypersonic-mach-numbers-using-cfd-tools	18	1	0	/mech/research/publications/2004_2_transpiration-cooling-analysis-at-hypersonic-mach-numbers-using-cfd-tools/			0				0	0						Transpiration Cooling Analysis at Hypersonic Mach Numbers Using CFD Tools		2		2	2004-01-01	Computational Fluid Dynamics Journal	13	342	347	0	Kulkarni V. N, Kulkarni P. S., Reddy K. P. J., Saito T. and Takayama K.
2749	2749	0001000100030001016S	5	0	A survey of selected literature on Important flow properties and computational fluid dynamics treatments of incompressible turbulent plane and round jets in quiescent ambient	A survey of selected literature on Important flow properties and computational fluid dynamics treatments of incompressible turbulent plane and round jets in quiescent ambient	2006_2_a-survey-of-selected-literature-on-important-flow-properties-and-computational-fluid-dynamics-treatments-of-incompressible-turbulent-plane-and-round-jets-in-quiescent-ambient	18	1	0	/mech/research/publications/2006_2_a-survey-of-selected-literature-on-important-flow-properties-and-computational-fluid-dynamics-treatments-of-incompressible-turbulent-plane-and-round-jets-in-quiescent-ambient/			0				0	0						A survey of selected literature on Important flow properties and computational fluid dynamics treatments of incompressible turbulent plane and round jets in quiescent ambient		2		-	2006-01-01	Indian Journal of Engineering and Materials Sciences	13	180	194	0	A.Dewan, M. Pathak and A.K.Dass
2750	2750	0001000100030001016T	5	0	Fiber Reinforcement in Injection Molded Nylon 6/6 Spur Gears	Fiber Reinforcement in Injection Molded Nylon 6/6 Spur Gears	2006_2_fiber-reinforcement-in-injection-molded-nylon-66-spur-gears	18	1	0	/mech/research/publications/2006_2_fiber-reinforcement-in-injection-molded-nylon-66-spur-gears/			0				0	0						Fiber Reinforcement in Injection Molded Nylon 6/6 Spur Gears		2		4	2006-01-01	Applied Composite Materials	13	237	248	9	S Senthilvelan and R Gnanamoorthy
2751	2751	0001000100030001016U	5	0	Selective Carbon Fiber Reinforced Nylon 66 Spur Gears Development and Performance	Selective Carbon Fiber Reinforced Nylon 66 Spur Gears Development and Performance	2006_2_selective-carbon-fiber-reinforced-nylon-66-spur-gears-development-and-performance	18	1	0	/mech/research/publications/2006_2_selective-carbon-fiber-reinforced-nylon-66-spur-gears-development-and-performance/			0				0	0						Selective Carbon Fiber Reinforced Nylon 66 Spur Gears Development and Performance		2		1	2006-01-01	Applied Composite Materials	13	43	56	3	S Senthilvelan and R Gnanamoorthy
2752	2752	0001000100030001016V	5	0	An Active Vibration Control Strategy for a Flexible Link Using Distributed Ionic Polymer Metal Composites	An Active Vibration Control Strategy for a Flexible Link Using Distributed Ionic Polymer Metal Composites	2007_2_an-active-vibration-control-strategy-for-a-flexible-link-using-distributed-ionic-polymer-metal-composites	18	1	0	/mech/research/publications/2007_2_an-active-vibration-control-strategy-for-a-flexible-link-using-distributed-ionic-polymer-metal-composites/			0				0	0						An Active Vibration Control Strategy for a Flexible Link Using Distributed Ionic Polymer Metal Composites		2		-	2007-01-01	Smart Materials and Structures	13	617	625	7	D. Bandopadhya, B. Bhattacharya, A. Dutta
2753	2753	0001000100030001016W	5	0	Synthesis of nano-crystalline rual by mechanical alloying	Synthesis of nano-crystalline rual by mechanical alloying	2007_2_synthesis-of-nano-crystalline-rual-by-mechanical-alloying	18	1	0	/mech/research/publications/2007_2_synthesis-of-nano-crystalline-rual-by-mechanical-alloying/			0				0	0						Synthesis of nano-crystalline rual by mechanical alloying		2		4	2007-01-01	Metals and Materials International	13	293	302	5	Anil Borah, P.S. Robi, A. Srinivasan
2754	2754	0001000100030001016X	5	0	A Neuro-wavelet packet analysis based on current signature for weld joint strength prediction in a pulsed metal inert gas welding process	A Neuro-wavelet packet analysis based on current signature for weld joint strength prediction in a pulsed metal inert gas welding process	2008_2_a-neuro-wavelet-packet-analysis-based-on-current-signature-for-weld-joint-strength-prediction-in-a-pulsed-metal-inert-gas-welding-process	18	1	0	/mech/research/publications/2008_2_a-neuro-wavelet-packet-analysis-based-on-current-signature-for-weld-joint-strength-prediction-in-a-pulsed-metal-inert-gas-welding-process/			0				0	0						A Neuro-wavelet packet analysis based on current signature for weld joint strength prediction in a pulsed metal inert gas welding process		2		7	2008-01-01	Science and Technology of Welding and Joining	13	638	645	8	Sukhomay Pal, Surjya K. Pal and Arun K. Samantaray
2755	2755	0001000100030001016Y	5	0	Effect of Engine Parameters and Type of Gaseous Fuel on the Performance of Dual Fuel Gas Diesel Engines - A Critical Review	Effect of Engine Parameters and Type of Gaseous Fuel on the Performance of Dual Fuel Gas Diesel Engines - A Critical Review	2009_2_effect-of-engine-parameters-and-type-of-gaseous-fuel-on-the-performance-of-dual-fuel-gas-diesel-engines-a-critical-review	18	1	0	/mech/research/publications/2009_2_effect-of-engine-parameters-and-type-of-gaseous-fuel-on-the-performance-of-dual-fuel-gas-diesel-engines-a-critical-review/			0				0	0						Effect of Engine Parameters and Type of Gaseous Fuel on the Performance of Dual Fuel Gas Diesel Engines - A Critical Review		2		-	2009-01-01	Renewable and Sustainable Energy Reviews	13	1151	1184	57	Sahoo BB, Sahoo N, and Saha UK
2756	2756	0001000100030001016Z	5	0	EG/CNTs nanofluids engineering and thermal characterization	EG/CNTs nanofluids engineering and thermal characterization	2011_2_egcnts-nanofluids-engineering-and-thermal-characterization	18	1	0	/mech/research/publications/2011_2_egcnts-nanofluids-engineering-and-thermal-characterization/			0				0	0						EG/CNTs nanofluids engineering and thermal characterization		2		-	2011-01-01	Journal of Nano Research	13	69	74	5	Lamas BC, Fonseca MAL, Goncalves FAMM, Ferreira AGM, Fonseca IMA, Kanagaraj S, Martins N, Oliveira MSA
2757	2757	00010001000300010170	5	0	Modeling of thermal conductivity of nanofluids by modifying Maxwells equation using cell model approach	Modeling of thermal conductivity of nanofluids by modifying Maxwells equation using cell model approach	2011_2_modeling-of-thermal-conductivity-of-nanofluids-by-modifying-maxwells-equation-using-cell-model-approach	18	1	0	/mech/research/publications/2011_2_modeling-of-thermal-conductivity-of-nanofluids-by-modifying-maxwells-equation-using-cell-model-approach/			0				0	0						Modeling of thermal conductivity of nanofluids by modifying Maxwells equation using cell model approach		2		-	2011-01-01	Journal of Nanoparticle Research	13	2791	2798	3	Siddharth Mehta, K. Prashanth Chauhan, S. Kanagaraj
2758	2758	00010001000300010171	5	0	Simulation Based Expert System to Predict the Tensile Behaviour of Tailor Welded Blanks	Simulation Based Expert System to Predict the Tensile Behaviour of Tailor Welded Blanks	2011_2_simulation-based-expert-system-to-predict-the-tensile-behaviour-of-tailor-welded-blanks	18	1	0	/mech/research/publications/2011_2_simulation-based-expert-system-to-predict-the-tensile-behaviour-of-tailor-welded-blanks/			0				0	0						Simulation Based Expert System to Predict the Tensile Behaviour of Tailor Welded Blanks		2		1	2011-01-01	International Journal of Advanced Manufacturing Systems	13	159	171	0	Abhishek T. Dhumal, R. Ganesh Narayanan, G. Saravana Kumar
2759	2759	00010001000300010172	5	0	A h--adaptive algorithm using residual error estimates for fluid flows	A h--adaptive algorithm using residual error estimates for fluid flows	2012_2_a-h-adaptive-algorithm-using-residual-error-estimates-for-fluid-flows	18	1	0	/mech/research/publications/2012_2_a-h-adaptive-algorithm-using-residual-error-estimates-for-fluid-flows/			0				0	0						A h--adaptive algorithm using residual error estimates for fluid flows		2		2	2012-01-01	Communications in Computational Physics	13	461	478	1	Ganesh, N. and Balakrishnan, N.
2760	2760	00010001000300010173	5	0	An Experimental Investigation of Hydrodynamics and Heat Transfer Characteristics of Biomass in a Pressurized Circulating Fluidized Bed	An Experimental Investigation of Hydrodynamics and Heat Transfer Characteristics of Biomass in a Pressurized Circulating Fluidized Bed	2012_2_an-experimental-investigation-of-hydrodynamics-and-heat-transfer-characteristics-of-biomass-in-a-pressurized-circulating-fluidized-bed	18	1	0	/mech/research/publications/2012_2_an-experimental-investigation-of-hydrodynamics-and-heat-transfer-characteristics-of-biomass-in-a-pressurized-circulating-fluidized-bed/			0				0	0						An Experimental Investigation of Hydrodynamics and Heat Transfer Characteristics of Biomass in a Pressurized Circulating Fluidized Bed		2		-	2012-01-01	International Energy Journal	13	63	74	1	Kalita P, Saha UK, and Mahanta P
2761	2761	00010001000300010174	5	0	An Optimum Design Methodology of Tapered Roller Bearing Using Genetic Algorithms.	An Optimum Design Methodology of Tapered Roller Bearing Using Genetic Algorithms.	2012_2_an-optimum-design-methodology-of-tapered-roller-bearing-using-genetic-algorithms	18	1	0	/mech/research/publications/2012_2_an-optimum-design-methodology-of-tapered-roller-bearing-using-genetic-algorithms/			0				0	0						An Optimum Design Methodology of Tapered Roller Bearing Using Genetic Algorithms.		2		-	2012-01-01	International Journal for Computational Methods in Engineering Science and Mechanics	13	108	127	1	R. Tiwari, K. Sunil Kumar and R. S. Reddy
2762	2762	00010001000300010175	5	0	Optimum Design and Analysis of Axial Hybrid Magnetic Bearings Using Multi-Objective Genetic Algorithms.	Optimum Design and Analysis of Axial Hybrid Magnetic Bearings Using Multi-Objective Genetic Algorithms.	2012_2_optimum-design-and-analysis-of-axial-hybrid-magnetic-bearings-using-multi-objective-genetic-algorithms	18	1	0	/mech/research/publications/2012_2_optimum-design-and-analysis-of-axial-hybrid-magnetic-bearings-using-multi-objective-genetic-algorithms/			0				0	0						Optimum Design and Analysis of Axial Hybrid Magnetic Bearings Using Multi-Objective Genetic Algorithms.		2		-	2012-01-01	International Journal for Computational Methods in Engineering Science and Mechanics	13	10	27	0	Jagu S. Rao and R. Tiwari
2763	2763	00010001000300010176	5	0	Performance Analysis of a Metal Hydride Based Heat Transformer	Performance Analysis of a Metal Hydride Based Heat Transformer	2012_2_performance-analysis-of-a-metal-hydride-based-heat-transformer	18	1	0	/mech/research/publications/2012_2_performance-analysis-of-a-metal-hydride-based-heat-transformer/			0				0	0						Performance Analysis of a Metal Hydride Based Heat Transformer		2		-	2012-01-01	Int Energy Journal	13	29	44	0	Satya Sekhar B, Muthukumar P
2764	2764	00010001000300010177	5	0	Preparation and experimental investigation of thermo-electro-mechanical behavior of Ag-IPMC Actuator	Preparation and experimental investigation of thermo-electro-mechanical behavior of Ag-IPMC Actuator	2012_2_preparation-and-experimental-investigation-of-thermo-electro-mechanical-behavior-of-ag-ipmc-actuator	18	1	0	/mech/research/publications/2012_2_preparation-and-experimental-investigation-of-thermo-electro-mechanical-behavior-of-ag-ipmc-actuator/			0				0	0						Preparation and experimental investigation of thermo-electro-mechanical behavior of Ag-IPMC Actuator		2		5	2012-01-01	International Journal of Precision Engineering and Manufacturing	13	777	782	1	D. K. Biswal, D. Bandopadhya , and S. K. Dwivedy
2765	2765	00010001000300010178	5	0	Multi-agent modeling for solving profit based unit commitment problem	Multi-agent modeling for solving profit based unit commitment problem	2013_2_multi-agent-modeling-for-solving-profit-based-unit-commitment-problem	18	1	0	/mech/research/publications/2013_2_multi-agent-modeling-for-solving-profit-based-unit-commitment-problem/			0				0	0						Multi-agent modeling for solving profit based unit commitment problem		2		8	2013-01-01	Applied soft computing	13	3751	3761	0	D. Sharma, A. Trivedi, D. Srinivasan, L. Thillainathan
2766	2766	00010001000300010179	5	0	Performance Investigation of a Single-stage Metal Hydride Heat Transformer.	Performance Investigation of a Single-stage Metal Hydride Heat Transformer.	2015_2_performance-investigation-of-a-single-stage-metal-hydride-heat-transformer	18	1	0	/mech/research/publications/2015_2_performance-investigation-of-a-single-stage-metal-hydride-heat-transformer/			0				0	0						Performance Investigation of a Single-stage Metal Hydride Heat Transformer.		2		1	2015-01-01	Int. J Green Energy	13	102	109	0	Satya Sekhar B, Muthukumar P
2767	2767	0001000100030001017A	5	0	Analysis of a Solar Photovoltaic Assisted Absorption Refrigeration System for Domestic Airconditioning	Analysis of a Solar Photovoltaic Assisted Absorption Refrigeration System for Domestic Airconditioning	2016_2_analysis-of-a-solar-photovoltaic-assisted-absorption-refrigeration-system-for-domestic-airconditioning	18	1	0	/mech/research/publications/2016_2_analysis-of-a-solar-photovoltaic-assisted-absorption-refrigeration-system-for-domestic-airconditioning/			0				0	0						Analysis of a Solar Photovoltaic Assisted Absorption Refrigeration System for Domestic Airconditioning		2		6	2016-01-01	International Journal of Green Eneegy	13	585	594	0	A. Ganguly, D.N. Basu
2768	2768	0001000100030001017B	5	0	Probing phase lag effect in ultra-short pulse laser heating of nano-film	Probing phase lag effect in ultra-short pulse laser heating of nano-film	2017_2_probing-phase-lag-effect-in-ultra-short-pulse-laser-heating-of-nano-film	18	1	0	/mech/research/publications/2017_2_probing-phase-lag-effect-in-ultra-short-pulse-laser-heating-of-nano-film/			0				0	0						Probing phase lag effect in ultra-short pulse laser heating of nano-film		2			2017-01-01	Manufacturing Letters	13	6	10	0	M. Baruah, S. Bag and S Kumar
2769	2769	0001000100030001017C	5	0	Active vibration control using Terfenol-D with H-infinity filter	Active vibration control using Terfenol-D with H-infinity filter	2006_2_active-vibration-control-using-terfenol-d-with-h-infinity-filter	18	1	0	/mech/research/publications/2006_2_active-vibration-control-using-terfenol-d-with-h-infinity-filter/			0				0	0						Active vibration control using Terfenol-D with H-infinity filter		2		-	2006-01-01	International Journal of Engineering Modelling	12	1	2	0	D. Bandopadhya, B. Bhattacharya, A. Dutta
2770	2770	0001000100030001017D	5	0	Radial basis function neural network model based prediction of weld-plate distortion due to pulsed metal inert gas welding	Radial basis function neural network model based prediction of weld-plate distortion due to pulsed metal inert gas welding	2007_2_radial-basis-function-neural-network-model-based-prediction-of-weld-plate-distortion-due-to-pulsed-metal-inert-gas-welding	18	1	0	/mech/research/publications/2007_2_radial-basis-function-neural-network-model-based-prediction-of-weld-plate-distortion-due-to-pulsed-metal-inert-gas-welding/			0				0	0						Radial basis function neural network model based prediction of weld-plate distortion due to pulsed metal inert gas welding		2		8	2007-01-01	Science and Technology of Welding and Joining	12	725	731	0	Sukhomay Pal, Surjya K. Pal and Arun K. Samantaray
2771	2771	0001000100030001017E	5	0	Three dimensional transient heat conduction and thermomechanical analysis for laser spot welding using adaptive heat source	Three dimensional transient heat conduction and thermomechanical analysis for laser spot welding using adaptive heat source	2007_2_three-dimensional-transient-heat-conduction-and-thermomechanical-analysis-for-laser-spot-welding-using-adaptive-heat-source	18	1	0	/mech/research/publications/2007_2_three-dimensional-transient-heat-conduction-and-thermomechanical-analysis-for-laser-spot-welding-using-adaptive-heat-source/			0				0	0						Three dimensional transient heat conduction and thermomechanical analysis for laser spot welding using adaptive heat source		2		1	2007-01-01	Science and Technology of Welding and Joining	12	24	31	10	A. Trivedi, S. Bag and A. De
2772	2772	0001000100030001017F	5	0	Drill Wear Prediction using Different Neural Network Architecture	Drill Wear Prediction using Different Neural Network Architecture	2008_2_drill-wear-prediction-using-different-neural-network-architecture	18	1	0	/mech/research/publications/2008_2_drill-wear-prediction-using-different-neural-network-architecture/			0				0	0						Drill Wear Prediction using Different Neural Network Architecture		2		5	2008-01-01	International Journal of Knowledge-Based and Intelligent Engineering Systems	12	327	338	0	Panda, S. S., Chakraborty, D. and Pal, S. K.
